W(H)1m,mean(H)1m,stdev(H)1m,W(M)1m,mean(M)1m,stdev(M)1m,W(HH)1m,mean(HH)1m,stdev(HH)1m,magnitud(HH)1m,radius(HH)1m,covariance(HH)1m,correlation(HH)1m,W(HH_jit)1m,mean(HH_jit)1m,stdev(HH_jit)1m,W(HpHp)1m,mean(HpHp)1m,stdev(HpHp)1m,magnitud(HpHp)1m,radius(HpHp)1m,covariance(HpHp)1m,correlation(HpHp)1m,W(H)10s,mean(H)10s,stdev(H)10s,W(M)10s,mean(M)10s,stdev(M)10s,W(HH)10s,mean(HH)10s,stdev(HH)10s,magnitud(HH)10s,radius(HH)10s,covariance(HH)10s,correlation(HH)10s,W(HH_jit)10s,mean(HH_jit)10s,stdev(HH_jit)10s,W(HpHp)10s,mean(HpHp)10s,stdev(HpHp)10s,magnitud(HpHp)10s,radius(HpHp)10s,covariance(HpHp)10s,correlation(HpHp)10s,W(H)1.5s,mean(H)1.5s,stdev(H)1.5s,W(M)1.5s,mean(M)1.5s,stdev(M)1.5s,W(HH)1.5s,mean(HH)1.5s,stdev(HH)1.5s,magnitud(HH)1.5s,radius(HH)1.5s,covariance(HH)1.5s,correlation(HH)1.5s,W(HH_jit)1.5s,mean(HH_jit)1.5s,stdev(HH_jit)1.5s,W(HpHp)1.5s,mean(HpHp)1.5s,stdev(HpHp)1.5s,magnitud(HpHp)1.5s,radius(HpHp)1.5s,covariance(HpHp)1.5s,correlation(HpHp)1.5s,W(H)500ms,mean(H)500ms,stdev(H)500ms,W(M)500ms,mean(M)500ms,stdev(M)500ms,W(HH)500ms,mean(HH)500ms,stdev(HH)500ms,magnitud(HH)500ms,radius(HH)500ms,covariance(HH)500ms,correlation(HH)500ms,W(HH_jit)500ms,mean(HH_jit)500ms,stdev(HH_jit)500ms,W(HpHp)500ms,mean(HpHp)500ms,stdev(HpHp)500ms,magnitud(HpHp)500ms,radius(HpHp)500ms,covariance(HpHp)500ms,correlation(HpHp)500ms,W(H)100ms,mean(H)100ms,stdev(H)100ms,W(M)100ms,mean(M)100ms,stdev(M)100ms,W(HH)100ms,mean(HH)100ms,stdev(HH)100ms,magnitud(HH)100ms,radius(HH)100ms,covariance(HH)100ms,correlation(HH)100ms,W(HH_jit)100ms,mean(HH_jit)100ms,stdev(HH_jit)100ms,W(HpHp)100ms,mean(HpHp)100ms,stdev(HpHp)100ms,magnitud(HpHp)100ms,radius(HpHp)100ms,covariance(HpHp)100ms,correlation(HpHp)100ms
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,302.3146963,153.8964045,7283.931971,0.887780026,48,425.25,5.00425351,8,212.125,7.100050302,302.3146963,155.6872831,9401.724537,0.99943278,6,193.8333333,32.07751029,9,224,19.72308292,9,224,19.72308292,308.5012409,391.5996818,8533.924334,0.972414974,5,404,97.31906288,9,224,19.72308292,308.5012409,392.2527758,9528.787713,0.998844461,4,199.75,22.69177531,1,237,0,1,237,0,324.3253922,316.8,11034.56305,0.998410256,1,437,0,1,237,0,324.3253922,316.8,11034.56305,0.998410256,4,201.5,35.9768444,13,221.5384615,21.04208238,13,221.5384615,21.04208238,313.3026969,626.1702512,9305.751454,1,7,440.5714286,21.36084536,13,221.5384615,21.04208238,313.3026969,626.1702512,9305.751454,1,3,240,0,7,227.7142857,20.47530452,7,227.7142857,20.47530452,322.0366312,592.8922001,10204.93056,1,4,399.25,111.092679,2,217,26.87005769,306.884343,1021.062192,9221.43497,1
4,184.5,21.57931108,5,215.4,12.13672114,5,215.4,12.13672114,312.5172923,366.82597,9838.624868,0.999872133,3,425,19.67231557,5,215.4,12.13672114,312.5172923,366.82597,9838.624868,0.999872133,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,3,202,26.28687886,5,221.4,17.79887637,5,221.4,17.79887637,307.6408946,319.1027699,9582.216384,0.997633956,3,448.6666667,11.8462371,5,221.4,17.79887637,307.5218937,319.6985252,9642.818517,0.998509655,1,172,0,13,221.5384615,21.04208238,13,221.5384615,21.04208238,307.7405562,444.4197672,9334.834795,0.998744654,7,440.5714286,21.36084536,13,221.5384615,21.04208238,307.6215939,444.8477253,9391.372185,0.999355277,15,180.3333333,15.64639012,7,227.7142857,20.47530452,7,227.7142857,20.47530452,322.0366312,592.8922001,10204.93056,1,4,399.25,111.092679,2,217,26.87005769,306.884343,1021.062192,9221.43497,1
6,189.8333333,30.12252756,7,226.4285714,18.32900382,7,226.4285714,18.32900382,310.2690987,338.8964674,7469.218845,0.880306277,4,397,110.2149415,7,226.4285714,18.32900382,310.2690987,339.713471,9716.251666,0.998766456,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,240,0,7,227.7142857,20.47530452,7,227.7142857,20.47530452,322.0366312,592.8922001,10204.93056,1,4,399.25,111.092679,2,217,26.87005769,306.884343,1021.062192,9221.43497,1
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,307.0521383,326.0610577,7328.626233,0.876747499,48,425.25,5.00425351,8,212.125,7.100050302,307.0521383,326.9101407,9568.248883,0.99836881,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,308.4334774,422.2375964,9635.508908,0.995789939,5,428.2,5.215361924,7,213.4285714,6.5538066,308.3147825,422.6880138,9699.63155,0.996991236,2,192,29.69848481,7,227.7142857,20.47530452,7,227.7142857,20.47530452,322.0366312,592.8922001,10204.93056,1,4,399.25,111.092679,2,217,26.87005769,306.884343,1021.062192,9221.43497,1
7,190.1428571,19.7773319,5,222,17.97220076,5,222,17.97220076,307.0521383,326.0610577,7328.626233,0.876747499,3,450,11.26942767,5,222,17.97220076,307.0521383,326.9101407,9568.248883,0.99836881,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,306.329913,268.9987933,8545.933776,0.972845013,24,425.25,5.05835512,8,212.125,7.100050302,306.329913,269.948662,9538.812149,0.998931698,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,4,184.5,21.57931108,2,222.5,20.50609665,2,222.5,20.50609665,325.0772985,420.5,11099.11656,0.996850734,1,446,0,2,222.5,20.50609665,325.0772985,420.5,11099.11656,0.996850734,3,171.3333333,0.577350269,7,227.7142857,20.47530452,7,227.7142857,20.47530452,324.7245693,614.2976319,10447.62714,0.999910007,4,399.25,111.092679,2,217,26.87005769,317.3030885,850.2264404,9925.145249,0.999277006
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,3,203,26.28687886,6,221,16.28496239,6,221,16.28496239,306.329913,268.9987933,8545.933776,0.972845013,3,443,13.07669683,6,221,16.28496239,306.329913,269.948662,9538.812149,0.998931698,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,303.3514793,152.189447,9441.096572,0.99894474,5,428.2,5.215361924,7,213.4285714,6.5538066,303.2307951,153.434667,9497.714454,0.999496228,2,218,5.656854249,1,237,0,1,237,0,335.1686143,0,12429.55556,1,1,437,0,1,237,0,335.1686143,0,12429.55556,1,1,244,0,4,231.5,21.1896201,4,231.5,21.1896201,327.3904397,634.9818895,10698.02099,1,2,464,35.35533906,4,231.5,21.1896201,327.3904397,634.9818895,10698.02099,1
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,302.3146963,154.0344143,8443.355982,0.975671913,24,425.25,5.05835512,8,212.125,7.100050302,302.3146963,155.6872831,9401.724537,0.99943278,3,191.6666667,23.11565126,5,215.4,12.13672114,5,215.4,12.13672114,303.3514793,152.189447,9441.096572,0.99894474,3,425,19.67231557,5,215.4,12.13672114,303.2307951,153.434667,9497.714454,0.999496228,1,184,0,1,237,0,1,237,0,319.0516573,38.26666667,10801.17007,0.999923005,1,437,0,1,237,0,318.936914,42.95238095,10860.76759,0.999998394,2,194.5,28.99137803,4,231.5,21.1896201,4,231.5,21.1896201,327.3904397,634.9818895,10698.02099,1,2,464,35.35533906,4,231.5,21.1896201,327.3904397,634.9818895,10698.02099,1
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,302.3146963,153.8964045,7283.931971,0.887780026,48,425.25,5.00425351,8,212.125,7.100050302,302.3146963,155.6872831,9401.724537,0.99943278,4,184.5,21.57931108,5,215.4,12.13672114,5,215.4,12.13672114,312.5172923,366.82597,9838.624868,0.999872133,3,425,19.67231557,5,215.4,12.13672114,312.5172923,366.82597,9838.624868,0.999872133,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,307.7405562,444.4197672,9334.834795,0.998744654,5,428.2,5.215361924,7,213.4285714,6.5538066,307.6215939,444.8477253,9391.372185,0.999355277,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,319.0516573,38.26666667,10801.17007,0.999923005,5,428.2,5.215361924,7,213.4285714,6.5538066,318.936914,42.95238095,10860.76759,0.999998394,1,174,0,4,231.5,21.1896201,4,231.5,21.1896201,314.9876347,450.6277153,9986.083869,0.996476457,2,464,35.35533906,4,231.5,21.1896201,314.8714104,451.0497833,10051.41561,0.997567037
3,191.6666667,23.11565126,5,215.4,12.13672114,5,215.4,12.13672114,302.3146963,153.8964045,7283.931971,0.887780026,3,425,19.67231557,5,215.4,12.13672114,302.3146963,155.6872831,9401.724537,0.99943278,6,189.8333333,30.12252756,7,226.4285714,18.32900382,7,226.4285714,18.32900382,310.2690987,338.9591614,8699.151543,0.972041317,4,397,110.2149415,7,226.4285714,18.32900382,310.2690987,339.713471,9716.251666,0.998766456,5,197.8,32.15120527,13,221.5384615,21.04208238,13,221.5384615,21.04208238,313.3026969,626.1702512,9305.751454,1,7,440.5714286,21.36084536,13,221.5384615,21.04208238,313.3026969,626.1702512,9305.751454,1,5,190.6,25.1753848,1,237,0,1,237,0,319.0516573,38.26666667,10801.17007,0.999923005,1,437,0,1,237,0,318.936914,42.95238095,10860.76759,0.999998394,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,310.2690987,338.8964674,7469.218845,0.880306277,48,425.25,5.00425351,8,212.125,7.100050302,310.2690987,339.713471,9716.251666,0.998766456,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,307.0521383,326.1262191,8554.392758,0.970264995,24,425.25,5.05835512,8,212.125,7.100050302,307.0521383,326.9101407,9568.248883,0.99836881,4,202.25,35.13189434,13,221.5384615,21.04208238,13,221.5384615,21.04208238,307.7405562,444.4197672,9334.834795,0.998744654,7,440.5714286,21.36084536,13,221.5384615,21.04208238,307.6215939,444.8477253,9391.372185,0.999355277,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1
6,189.8333333,30.12252756,7,226.4285714,18.32900382,7,226.4285714,18.32900382,310.2690987,338.8964674,7469.218845,0.880306277,4,397,110.2149415,7,226.4285714,18.32900382,310.2690987,339.713471,9716.251666,0.998766456,7,190.1428571,19.7773319,5,222,17.97220076,5,222,17.97220076,307.0521383,326.1262191,8554.392758,0.970264995,3,450,11.26942767,5,222,17.97220076,307.0521383,326.9101407,9568.248883,0.99836881,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,308.4334774,422.2375964,9635.508908,0.995789939,5,428.2,5.215361924,7,213.4285714,6.5538066,308.3147825,422.6880138,9699.63155,0.996991236
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,3,191.6666667,23.11565126,2,222.5,20.50609665,2,222.5,20.50609665,308.4334774,422.2375964,9635.508908,0.995789939,1,446,0,2,222.5,20.50609665,308.3147825,422.6880138,9699.63155,0.996991236
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,307.7405562,444.4197672,9334.834795,0.998744654,5,428.2,5.215361924,7,213.4285714,6.5538066,307.6215939,444.8477253,9391.372185,0.999355277,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,308.4334774,422.2375964,9635.508908,0.995789939,5,428.2,5.215361924,7,213.4285714,6.5538066,308.3147825,422.6880138,9699.63155,0.996991236,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,302.3146963,153.8964045,7283.931971,0.887780026,48,425.25,5.00425351,8,212.125,7.100050302,302.3146963,155.6872831,9401.724537,0.99943278,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,302.3146963,154.0344143,8443.355982,0.975671913,24,425.25,5.05835512,8,212.125,7.100050302,302.3146963,155.6872831,9401.724537,0.99943278,3,212,35.79106034,13,221.5384615,21.04208238,13,221.5384615,21.04208238,307.7405562,444.4197672,9334.834795,0.998744654,7,440.5714286,21.36084536,13,221.5384615,21.04208238,307.6215939,444.8477253,9391.372185,0.999355277,3,191.6666667,23.11565126,2,222.5,20.50609665,2,222.5,20.50609665,308.4334774,422.2375964,9635.508908,0.995789939,1,446,0,2,222.5,20.50609665,308.3147825,422.6880138,9699.63155,0.996991236,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1
3,191.6666667,23.11565126,5,215.4,12.13672114,5,215.4,12.13672114,302.3146963,153.8964045,7283.931971,0.887780026,3,425,19.67231557,5,215.4,12.13672114,302.3146963,155.6872831,9401.724537,0.99943278,3,191.6666667,23.11565126,5,215.4,12.13672114,5,215.4,12.13672114,302.3146963,154.0344143,8443.355982,0.975671913,3,425,19.67231557,5,215.4,12.13672114,302.3146963,155.6872831,9401.724537,0.99943278,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,303.3514793,152.189447,9441.096572,0.99894474,5,428.2,5.215361924,7,213.4285714,6.5538066,303.2307951,153.434667,9497.714454,0.999496228,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,319.0516573,38.26666667,10801.17007,0.999923005,5,428.2,5.215361924,7,213.4285714,6.5538066,318.936914,42.95238095,10860.76759,0.999998394,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,306.7186097,445.0071966,7187.765624,0.885854108,48,425.25,5.00425351,8,212.125,7.100050302,306.7186097,445.6297026,9296.381783,0.99928375,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,310.2690987,338.9591614,8699.151543,0.972041317,24,425.25,5.05835512,8,212.125,7.100050302,310.2690987,339.713471,9716.251666,0.998766456,4,184.5,21.57931108,5,215.4,12.13672114,5,215.4,12.13672114,298.5885604,161.0500141,8119.761041,0.973346682,3,425,19.67231557,5,215.4,12.13672114,298.5885604,161.0500141,8119.761041,0.973346682,5,192.8,23.57328997,1,237,0,1,237,0,319.0516573,38.26666667,10801.17007,0.999923005,1,437,0,1,237,0,318.936914,42.95238095,10860.76759,0.999998394,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1
5,195.6,33.83489323,13,221.5384615,21.04208238,13,221.5384615,21.04208238,312.3488836,522.2574251,9266.245471,0.999509792,7,440.5714286,21.36084536,13,221.5384615,21.04208238,313.2048051,544.4325778,9561.326753,0.999825315,6,189.8333333,30.12252756,7,226.4285714,18.32900382,7,226.4285714,18.32900382,310.2690987,338.9591614,8699.151543,0.972041317,4,397,110.2149415,7,226.4285714,18.32900382,310.2690987,339.713471,9716.251666,0.998766456,3,202,26.28687886,50,206.78,8.069317044,50,206.78,8.069317044,297.2926646,75.52585536,8143.967538,0.982852678,26,406.4615385,35.62047812,50,206.78,8.069317044,297.1695198,78.0046414,8165.645159,0.980135054,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,308.4334774,422.2375964,9635.508908,0.995789939,5,428.2,5.215361924,7,213.4285714,6.5538066,308.3147825,422.6880138,9699.63155,0.996991236
3,202,26.28687886,16,220.1875,16.64219036,16,220.1875,16.64219036,305.7442572,280.5263619,7274.6688,0.899945527,8,441.375,13.92774723,5,221.4,17.79887637,306.6186159,320.7857231,9544.937976,0.998401908,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,216,0,2,222.5,20.50609665,2,222.5,20.50609665,314.6625176,594.676803,9973.806956,1,1,446,0,2,222.5,20.50609665,314.6625176,594.676803,9973.806956,1
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,311.0779917,460.7892546,7345.147054,0.912959465,48,425.25,5.00425351,8,212.125,7.100050302,310.8524555,505.7502201,9319.955448,0.999984106,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,319.0516573,38.26666667,10801.17007,0.999923005,5,428.2,5.215361924,7,213.4285714,6.5538066,318.936914,42.95238095,10860.76759,0.999998394,2,179.5,13.43502884,2,222.5,20.50609665,2,222.5,20.50609665,324.3489633,420.5,11052.17279,0.996849501,1,446,0,2,222.5,20.50609665,324.3489633,420.5,11052.17279,0.996849501
8,199.5,38.16505507,28,227.5357143,21.41560895,28,227.5357143,21.41560895,311.0779917,460.7892546,7345.147054,0.912959465,15,441.4,61.57898528,22,227.2272727,22.4328242,310.8524555,505.7502201,9319.955448,0.999984106,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,302.3146963,154.0344143,8443.355982,0.975671913,24,425.25,5.05835512,8,212.125,7.100050302,302.3146963,155.6872831,9401.724537,0.99943278,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,4,199.75,22.69177531,1,237,0,1,237,0,325.0772985,420.5,11099.11656,0.996850734,1,437,0,1,237,0,325.0772985,420.5,11099.11656,0.996850734,2,217,5.656854249,1,236,0,1,236,0,333.7544007,0,12324.66667,1,1,435,0,1,236,0,333.7544007,0,12324.66667,1
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,311.0779917,460.7892546,7345.147054,0.912959465,48,425.25,5.00425351,8,212.125,7.100050302,310.8524555,505.7502201,9319.955448,0.999984106,3,191.6666667,23.11565126,5,215.4,12.13672114,5,215.4,12.13672114,302.3146963,154.0344143,8443.355982,0.975671913,3,425,19.67231557,5,215.4,12.13672114,302.3146963,155.6872831,9401.724537,0.99943278,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,3,191.6666667,23.11565126,2,222.5,20.50609665,2,222.5,20.50609665,313.8856639,526.4812342,9897.693659,0.999735748,1,446,0,2,222.5,20.50609665,313.8856639,526.4812342,9897.693659,0.999735748,1,172,0,1,236,0,1,236,0,318.3095349,38.26666667,10755.50185,0.999923198,1,435,0,1,236,0,318.194524,42.95238095,10814.845,0.999998366
6,189.6666667,29.78366443,28,227.5357143,21.41560895,28,227.5357143,21.41560895,321.0021795,568.5102692,9622.527438,0.997265356,15,441.4,61.57898528,22,227.2272727,22.4328242,320.7836209,605.0669775,9739.474103,0.999030537,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,306.7186097,445.0549433,8342.104475,0.974749755,24,425.25,5.05835512,8,212.125,7.100050302,306.7186097,445.6297026,9296.381783,0.99928375,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,303.3514793,152.189447,9441.096572,0.99894474,5,428.2,5.215361924,7,213.4285714,6.5538066,303.2307951,153.434667,9497.714454,0.999496228,3,202,26.28687886,5,221.4,17.79887637,5,221.4,17.79887637,307.6408946,319.1027699,9582.216384,0.997633956,3,448.6666667,11.8462371,5,221.4,17.79887637,307.5218937,319.6985252,9642.818517,0.998509655,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,319.0516573,38.26666667,10801.17007,0.999923005,5,428.2,5.215361924,7,213.4285714,6.5538066,318.936914,42.95238095,10860.76759,0.999998394
6,189.8333333,30.12252756,7,226.4285714,18.32900382,7,226.4285714,18.32900382,323.8242547,560.7717916,10431.13782,0.999757233,4,397,110.2149415,7,226.4285714,18.32900382,323.8242547,560.7717916,10431.13782,0.999757233,5,195.6,33.83489323,13,221.5384615,21.04208238,13,221.5384615,21.04208238,313.2048051,544.4325778,9561.326753,0.999825315,7,440.5714286,21.36084536,13,221.5384615,21.04208238,313.2048051,544.4325778,9561.326753,0.999825315,3,191.6666667,23.11565126,5,215.4,12.13672114,5,215.4,12.13672114,303.3514793,152.189447,9441.096572,0.99894474,3,425,19.67231557,5,215.4,12.13672114,303.2307951,153.434667,9497.714454,0.999496228,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,222,0,1,237,0,1,237,0,335.1686143,0,12429.55556,1,1,437,0,1,237,0,335.1686143,0,12429.55556,1
4,204.5,31.52247875,4,231.5,21.1896201,4,231.5,21.1896201,313.9892763,451.2070626,7565.664557,0.869639743,2,464,35.35533906,4,231.5,21.1896201,313.9892763,451.8210266,9949.093641,0.997429926,3,202,26.28687886,5,221.4,17.79887637,5,221.4,17.79887637,306.6186159,319.9867979,8534.507918,0.970405866,3,448.6666667,11.8462371,5,221.4,17.79887637,306.6186159,320.7857231,9544.937976,0.998401908,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,308.0729784,325.2588781,9605.549432,0.997593728,5,428.2,5.215361924,7,213.4285714,6.5538066,307.9541445,325.8433781,9666.379431,0.998477685,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,4,182.75,20.83866598,1,237,0,1,237,0,319.0516573,38.26666667,10801.17007,0.999923005,1,437,0,1,237,0,318.936914,42.95238095,10860.76759,0.999998394
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,311.0779917,460.8353661,8373.383701,0.986736532,24,425.25,5.05835512,8,212.125,7.100050302,310.8524555,505.7502201,9319.955448,0.999984106,5,190.6,25.1753848,5,222,17.97220076,5,222,17.97220076,308.0729784,325.2588781,9605.549432,0.997593728,3,450,11.26942767,5,222,17.97220076,307.9541445,325.8433781,9666.379431,0.998477685,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,311.6224799,400.8197491,9671.333136,0.998386615,5,428.2,5.215361924,7,213.4285714,6.5538066,311.5050001,401.2942069,9730.836442,0.999092286
